name_en,name_fr,serving_size,serving_size_fr,calories,fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugars,protein,vitamin_d,calcium,iron,potassium,vitamin_a,vitamin_c,serving_size_100,calories_100,fat_100,saturated_fat_100,trans_fat_100,polyunsaturated_fat_100,monounsaturated_fat_100,cholesterol_100,sodium_100,carbohydrates_100,dietary_fiber_100,sugars_100,protein_100,vitamin_d_100,calcium_100,iron_100,potassium_100,vitamin_a_100,vitamin_c_100
Atlantic and Pacific Halibut,Flétan de l'Atlantique et du Pacifique,3 oz,3 onces,94,1.95,0.276,-,0.62,0.638,27,46,0,0,0,17.69,-,40,0.71,382,40,0,100 g,110,2.29,0.325,-,0.73,0.75,32,54,0,0,0,20.81,-,47,0.84,450,47,0
Atlantic and Pacific Halibut (Fish) (Cooked Dry Heat),Flétan de l'Atlantique et du Pacifique (Poisson) (Cuit à Chaleur Sèche),100 g,100g,140,2.94,0.417,-,0.94,0.967,41,69,0,0,-,26.69,-,60,01.07,576,54,0,100 g,140,2.94,0.417,-,0.94,0.967,41,69,0,0,-,26.69,-,60,01.07,576,54,0
Atlantic Cod,Morue franche,100 g,100g,82,0.67,0.131,-,0.231,0.094,43,54,0,0,0,17.81,1,16,0.38,413,12,1,100 g,82,0.67,0.131,-,0.231,0.094,43,54,0,0,0,17.81,1,16,0.38,413,12,1
Atlantic Herring,Hareng de l'Atlantique,1 oz of boneless,1 once de désossé,45,2.56,0.578,-,0.605,1.059,17,26,0,0,0,05.09,12,16,0.31,93,8,0.2,100 g,158,09.04,02.04,-,2.133,3.736,60,90,0,0,0,17.96,41,57,1.1,327,28,0.7
Atlantic Mackerel,Maquereau atlantique,100 g,100g,205,13.89,3.257,-,3.35,5.456,70,90,0,0,0,18.6,9,12,1.63,314,50,0.4,100 g,205,13.89,3.257,-,3.35,5.456,70,90,0,0,0,18.6,9,12,1.63,314,50,0.4
Atlantic Salmon (Farmed),Saumon atlantique (d'élevage),3 oz,3 onces,156,9.22,1.856,-,3.341,3.288,50,50,0,0,-,16.92,-,10,0.31,308,13,3.3,100 g,183,10.85,2.183,-,3.931,3.868,59,59,0,0,-,19.9,-,12,0.36,362,15,3.9
Avocados,Avocats,100 g,100g,160,14.66,2.126,-,1.816,9.799,0,7,8.53,6.7,0.66,2,-,12,0.55,485,7,10,100 g,160,14.66,2.126,-,1.816,9.799,0,7,8.53,6.7,0.66,2,-,12,0.55,485,7,10
Baby Brie Cheese Original,Fromage Brie Bébé Original,1 oz (28 g),1 once (28 g),110,10.00,6.000,0.000,-,-,35,170,6.00,0.0,0.00,5.00,-,-,-,-,-,-,1 oz (28 g),110,10.00,6.000,0.000,-,-,35,170,6.00,0.0,0.00,5.00,-,-,-,-,-,-
Baby Brussels Sprouts & Butter Sauce,Bébé choux de Bruxelles et sauce au beurre,1/2 cup (104 g),1/2 tasse (104 g),50,1.50,0.500,0.000,-,-,4,320,8.00,3.0,1.00,-,-,-,-,-,-,-,1/2 cup (104 g),50,1.50,0.500,0.000,-,-,4,320,8.00,3.0,1.00,-,-,-,-,-,-,-
Baby Carrots,Petites carottes,1 medium,1 médium,4,0.01,0.002,-,0.006,0.001,0,8,0.82,0.2,0.48,0.06,-,3,0.09,24,69,0.8,100 g,35,0.13,0.023,-,0.065,0.007,0,78,8.24,1.8,4.76,0.64,-,32,0.89,237,690,8.4
Baby Corn,Bébé maïs,1 ear,1 oreille,6,0.08,0.012,-,0.038,0.023,0,17,1.49,0.2,0.28,0.21,-,0,0.07,16,0,0.7,100 g,81,1,0.154,-,0.471,0.292,0,214,18.59,2,3.5,2.62,-,5,0.86,195,4,8.5
Baby Lima Beans (Mature Seeds Without Salt Cooked Boiled),Haricots de Lima bébé (graines mûres sans sel cuites bouillies),1 cup,1 tasse,229,0.69,0.16,-,0.308,0.062,0,5,42.42,14,-,14.63,-,53,4.37,730,0,0,100 g,126,0.38,0.088,-,0.169,0.034,0,3,23.31,7.7,-,08.04,-,29,2.4,401,0,0
Baby Lima Beans (Mature Seeds),Haricots de Lima bébé (graines mûres),100 g,100g,335,0.93,0.219,-,0.42,0.084,0,13,62.83,20.6,8.32,20.62,-,81,6.19,1403,0,0,100 g,335,0.93,0.219,-,0.42,0.084,0,13,62.83,20.6,8.32,20.62,-,81,6.19,1403,0,0
Baby Spinach,Bébé épinard,1 cup,1 tasse,7,0.12,0.019,-,0.05,0.003,0,24,01.09,0.7,0.13,0.86,-,30,0.81,167,141,8.4,100 g,23,0.39,0.063,-,0.165,0.01,0,79,3.63,2.2,0.42,2.86,-,99,2.71,558,469,28.1
Baby Zucchini,Bébé courgette,100 g,100g,21,0.4,0.083,-,0.169,0.031,0,3,3.11,1.1,-,2.71,-,21,0.79,459,25,34.1,100 g,21,0.4,0.083,-,0.169,0.031,0,3,3.11,1.1,-,2.71,-,21,0.79,459,25,34.1
Baby-cut California Carrots,Carottes californiennes coupées en petits morceaux,3 oz,3 onces,35,0.00,0.000,-,-,-,0,45,8.00,2.0,6.00,1.00,-,-,-,310,-,-,3 oz,35,0.00,0.000,-,-,-,0,45,8.00,2.0,6.00,1.00,-,-,-,310,-,-
Baby-Cut Carrots Mini Bags,Mini-sacs de carottes coupées en mini,1 bag (2.25 oz),"1 sac (2,25 onces)",25,0.00,-,-,-,-,0,30,6.00,2.0,4.00,1.00,-,-,-,210,-,-,1 bag (2.25 oz),25,0.00,-,-,-,-,0,30,6.00,2.0,4.00,1.00,-,-,-,210,-,-
Bacon,Lard,1 thin slice (yield after cooking),1 fine tranche (rend après cuisson),27,02.09,0.687,-,0.237,0.926,6,116,0.07,0,0,1.85,-,1,0.07,28,1,0,100 g,541,41.78,13.739,-,4.747,18.52,110,2310,1.43,0,0,37.04,-,11,1.44,565,11,0
Bacon (Cured Baked Cooked),"Bacon (salé, cuit, cuit)",1 slice of cooked,1 tranche de cuit,44,3.5,1.149,0,0.377,1.544,9,178,0.11,0,0,2.89,-,1,0.12,44,1,0,100 g,548,43.27,14.187,0,4.649,19.065,107,2193,1.35,0,0,35.73,-,10,1.49,539,11,0
Bacon (Cured Microwaved Cooked),"Bacon (salé, cuit au micro-ondes)",1 slice of cooked,1 tranche de cuit,38,2.8,0.908,0,0.315,1.225,9,155,0.08,0,0,2.9,-,1,0.1,37,1,0,100 g,505,37.27,12.102,0,4.194,16.336,117,2073,01.05,0,0,38.62,-,11,1.28,498,11,0
Bacon (Cured Pan-Fried Cooked),Bacon (Salé Poêlé Cuit),1 slice of cooked,1 tranche de cuit,42,3.18,01.05,0,0.351,1.42,9,192,0.12,0,0,03.03,-,1,0.11,47,1,0,100 g,533,40.3,13.291,0,4.447,17.976,113,2428,1.5,0,0,38.34,-,12,1.38,591,11,0
Bacon and Beef Sticks,Bâtonnets de bacon et de bœuf,1 oz,1 once,145,12.38,4.48,-,1.204,6.132,29,398,0.22,0,0.22,8.15,-,4,0.52,108,0,0,100 g,517,44.2,16,-,4.3,21.9,102,1420,0.8,0,0.8,29.1,-,14,1.86,385,0,0
Bacon Cheeseburger with 1/4 Lb Meat Mayonnaise or Salad Dressing and Tomatoes on Bun,Cheeseburger au bacon avec 1/4 lb de mayonnaise à la viande ou de vinaigrette et tomates sur petit pain,1 (1/4 lb),1 (1/4 livre),668,40.04,15.425,-,4.914,15.639,120,1706,36.82,1.8,10.1,38.94,-,275,4.54,615,84,6.4,100 g,262,15.7,6.049,-,1.927,6.133,47,669,14.44,0.7,3.96,15.27,-,108,1.78,241,33,2.5
Bacon Ranch Salad Dressing,Vinaigrette ranch au bacon,2 tbsp (30 g),2 cuillères à soupe (30 g),100,11.00,1.500,0.000,0.000,0.000,10,240,2.00,0.0,1.00,1.00,-,-,-,-,-,-,2 tbsp (30 g),100,11.00,1.500,0.000,0.000,0.000,10,240,2.00,0.0,1.00,1.00,-,-,-,-,-,-
Bagel,Beignet,1 regular,1 régulier,270,1.7,0.413,-,0.672,0.547,0,470,53.02,2.3,5.3,10.52,-,93,6.35,79,0,1,100 g,257,1.62,0.393,-,0.64,0.521,0,448,50.5,2.2,05.05,10.02,-,89,06.05,75,0,1
Baked Banana,Banane au four,"1 banana (7-1/4"" long)","1 banane (7-1/4"" de long)",163,0.47,0.16,-,0.108,0.049,0,1,41.78,3.7,26.24,1.56,-,8,0.37,463,4,12.7,100 g,127,0.37,0.125,-,0.084,0.038,0,1,32.64,2.9,20.5,1.22,-,6,0.29,362,3,9.9
Baked Beans,Fèves au lard,1 cup,1 tasse,382,13.03,4.928,-,1.872,5.396,13,1068,54.12,13.9,-,14.02,-,154,05.03,906,0,2.8,100 g,151,5.15,1.948,-,0.74,2.133,5,422,21.39,5.5,-,5.54,-,61,1.99,358,0,1.1
Baked Beans with Pork (Canned),Fèves au lard au porc (en conserve),1 cup,1 tasse,268,3.92,1.515,-,0.503,1.703,18,1047,50.55,13.9,-,13.13,-,134,4.3,782,23,5.1,100 g,106,1.55,0.599,-,0.199,0.673,7,414,19.98,5.5,-,5.19,-,53,1.7,309,9,2
Baked Breaded or Battered Catfish,Poisson-chat pané ou battu au four,"1 fillet (5"" x 2-1/2"" x 3/8"")","1 filet (5"" x 2-1/2"" x 3/8"")",187,11.73,2.528,-,2.937,5.372,51,338,6.44,0.4,0.63,13,-,26,0.86,242,71,0.4,100 g,249,15.64,3.371,-,3.916,7.162,68,451,8.59,0.5,0.84,17.34,-,35,1.15,323,95,0.5
Baked Breaded or Battered Cod,Morue panée ou battue au four,1 oz of boneless,1 once de désossé,56,2.52,0.493,-,0.747,1.069,17,133,2.44,0.1,0.24,5.56,-,9,0.26,120,25,0.6,100 g,197,8.9,1.738,-,2.634,3.769,59,469,8.59,0.5,0.84,19.61,-,33,0.92,424,89,2.2
Baked Breaded or Battered Flounder,Flet pané ou pané au four,"1 fillet (6-1/2"" x 4"" x 3/8"")","1 filet (6-1/2"" x 4"" x 3/8"")",319,14.69,3.009,-,4.228,6.098,107,741,13.31,0.8,1.3,31.81,-,68,1.58,594,141,2.2,100 g,206,9.48,1.941,-,2.728,3.934,69,478,8.59,0.5,0.84,20.52,-,44,01.02,383,91,1.4
Baked Breaded or Battered Haddock,Aiglefin pané ou battu au four,"1 fillet (7-1/4"" x 4-1/4"" x 3/8"")","1 filet (7-1/4"" x 4-1/4"" x 3/8"")",370,16.51,3.281,-,4.837,6.996,143,853,15.72,0.9,1.54,37.66,-,106,03.07,613,178,0,100 g,202,09.02,1.793,-,2.643,3.823,78,466,8.59,0.5,0.84,20.58,-,58,1.68,335,97,0
Baked or Boiled Polenta,Polenta au four ou bouillie,100 g,100g,85,0.38,0.052,-,0.165,0.096,0,96,18.1,1.7,0.15,1.98,-,3,0.96,38,3,0,100 g,85,0.38,0.052,-,0.165,0.096,0,96,18.1,1.7,0.15,1.98,-,3,0.96,38,3,0
Baked or Broiled Calamari,Calamars au four ou grillés,100 g,100g,110,3.69,0.788,0.589,1.197,1.217,224,309,03.03,0,0,15.02,-,31,0.66,238,34,4.5,100 g,110,3.69,0.788,0.589,1.197,1.217,224,309,03.03,0,0,15.02,-,31,0.66,238,34,4.5
Baked or Broiled Carp,Carpe au four ou grillée,100 g,100g,203,11.6,2.217,-,3.133,5.075,84,570,0.64,0,0.15,22.64,-,53,1.58,431,57,4.3,100 g,203,11.6,2.217,-,3.133,5.075,84,570,0.64,0,0.15,22.64,-,53,1.58,431,57,4.3
Baked or Broiled Catfish,Poisson-chat au four ou grillé,"1 fillet (5-1/4"" x 2"" x 3/8"")","1 filet (5-1/4"" x 2"" x 3/8"")",116,7.38,1.637,-,1.68,3.486,35,243,0.26,0,0.06,11.44,-,7,0.37,223,28,1.4,100 g,184,11.71,2.599,-,2.667,5.533,55,385,0.41,0,0.09,18.16,-,11,0.59,354,45,2.3
Baked or Broiled Clams,Palourdes au four ou grillées,1 cup (8 large clams-12 medium clams-15 small clams),1 tasse (8 grosses palourdes-12 palourdes moyennes-15 petites palourdes),207,10.29,1.777,-,3.014,4.197,60,619,4.73,0,0,22.43,-,81,24.54,553,224,21.6,100 g,138,6.86,1.185,-,2.009,2.798,40,413,3.15,0,0,14.95,-,54,16.36,369,149,14.4
Baked or Broiled Cod,Morue au four ou grillée,1 oz of boneless,1 once de désossé,35,01.02,0.179,-,0.318,0.41,12,115,0.12,0,0.03,5.93,-,3,0.09,135,11,1.2,100 g,122,3.59,0.631,-,1.122,1.445,43,406,0.41,0,0.09,20.91,-,9,0.31,476,38,4.4
Baked or Broiled Crab,Crabe au four ou grillé,1 cup-cooked-flaked and pieces,1 tasse de flocons et morceaux cuits,160,7.36,1.266,-,2.337,2.863,111,636,0.13,0,0,22.31,-,116,01.01,359,59,3.7,100 g,136,6.24,1.073,-,1.98,2.426,94,539,0.11,0,0,18.91,-,98,0.86,304,50,3.1
Baked or Broiled Fish,Poisson au four ou grillé,100 g,100g,126,3.44,0.68,-,1.141,1.288,73,356,0.33,0,0.08,21.94,-,13,0.35,341,47,1.6,100 g,126,3.44,0.68,-,1.141,1.288,73,356,0.33,0,0.08,21.94,-,13,0.35,341,47,1.6
Baked or Broiled Flounder,Flet au four ou grillé,"1 fillet (6-1/4"" x 3-1/2"" x 3/4"")","1 filet (6-1/4"" x 3-1/2"" x 3/4"")",173,5.51,1.127,-,1.589,2.107,73,542,0.53,0,0.12,28.6,-,29,0.56,555,52,4.4,100 g,133,4.24,0.867,-,1.222,1.621,56,417,0.41,0,0.09,22,-,22,0.43,427,40,3.4
Baked or Broiled Haddock,Aiglefin au four ou grillé,"1 fillet (6-1/2"" x 4"" x 3/8"")","1 filet (6-1/2"" x 4"" x 3/8"")",197,5.71,1.063,-,1.739,2.29,102,619,0.74,0.2,0.17,34,-,60,1.94,571,79,2.9,100 g,128,3.71,0.69,-,1.129,1.487,66,402,0.48,0.1,0.11,22.08,-,39,1.26,371,51,1.9
Baked or Broiled Herring,Hareng au four ou grillé,1 oz of boneless (yield after cooking),1 oz de désossé (rendement après cuisson),56,3.62,0.782,-,0.909,1.553,18,134,0.14,0,0.03,5.32,-,17,0.33,99,17,0.7,100 g,242,15.75,3.398,-,3.953,6.753,77,582,0.59,0,0.14,23.13,-,74,1.43,429,74,3.2
Baked or Broiled Lobster,Homard au four ou grillé,1 small (1 lb live weight) (yield after cooking-shell removed),"1 petit (1 lb de poids vif) (rendement après cuisson, coque retirée)",137,3.55,1.947,-,0.211,0.929,90,743,1.46,0,0,23.34,-,71,0.45,401,54,0,100 g,116,03.01,1.65,-,0.179,0.787,76,630,1.24,0,0,19.78,-,60,0.38,340,46,0
Baked or Broiled Mackerel,Maquereau au four ou grillé,100 g,100g,222,13.79,3.391,-,3.576,5.096,75,414,0.41,0,0.09,22.56,-,18,1.26,459,61,3,100 g,222,13.79,3.391,-,3.576,5.096,75,414,0.41,0,0.09,22.56,-,18,1.26,459,61,3
Baked or Broiled Oysters,Huîtres au four ou grillées,1 eastern oyster-cooked,1 huître orientale cuite,13,0.83,0.19,-,0.27,0.295,6,57,0.45,0,0,0.79,-,5,0.75,18,9,0.4,100 g,105,6.88,1.582,-,2.249,2.458,50,475,3.77,0,0,6.61,-,42,6.24,147,71,3.3
Baked or Broiled Salmon,Saumon au four ou grillé,1 oz of boneless (yield after cooking),1 oz de désossé (rendement après cuisson),39,1.74,0.302,-,0.604,0.629,14,107,0.11,0,0.03,5.51,-,4,0.21,91,16,0.5,100 g,171,7.56,1.312,-,2.627,2.736,62,467,0.49,0,0.11,23.97,-,16,0.93,395,71,2.2
Baked or Broiled Scallops,Pétoncles au four ou grillés,1 scallop,1 pétoncle,17,0.5,0.084,-,0.153,0.187,5,69,0.38,0,0,2.63,-,4,0.05,51,6,0.4,100 g,132,3.86,0.649,-,1.179,1.438,40,527,2.92,0,0,20.22,-,29,0.36,389,46,3.4
Baked or Broiled Shrimp,Crevettes au four ou grillées,100 g,100g,154,05.03,0.949,-,1.671,1.698,183,512,1.17,0,0,24.47,-,63,2.91,224,86,2.3,100 g,154,05.03,0.949,-,1.671,1.698,183,512,1.17,0,0,24.47,-,63,2.91,224,86,2.3
Baked or Broiled Swordfish,Espadon au four ou grillé,1 oz of boneless (yield after cooking),1 oz de désossé (rendement après cuisson),41,1.89,0.451,-,0.485,0.798,11,114,0.11,0,0.03,5.47,-,1,0.23,81,17,0.7,100 g,177,8.23,1.959,-,2.11,3.47,47,494,0.49,0,0.11,23.8,-,5,0.98,353,74,3.2
Baked or Broiled Trout,Truite au four ou grillée,100 g,100g,188,9.16,2.349,-,2.944,3.145,69,364,0.41,0,0.09,24.37,-,79,0.32,532,113,4.4,100 g,188,9.16,2.349,-,2.944,3.145,69,364,0.41,0,0.09,24.37,-,79,0.32,532,113,4.4
Baked or Broiled Tuna,Thon au four ou grillé,100 g,100g,153,3.96,0.811,-,1.169,1.529,53,366,0.41,0,0.09,27.3,-,19,0.86,524,49,2.7,100 g,153,3.96,0.811,-,1.169,1.529,53,366,0.41,0,0.09,27.3,-,19,0.86,524,49,2.7
Baked or Fried Batter Dipped Onion Rings,Rondelles d'oignon trempées dans une pâte cuite ou frite,"1 10 medium rings serving (2"" - 3"" dia)","1 portion de 10 anneaux moyens (2"" - 3"" de diamètre)",197,11.63,2.179,-,4.187,4.604,21,283,19.19,0.8,2.94,04.06,-,55,01.04,124,4,1.4,100 g,329,19.39,3.632,-,6.979,7.674,35,471,31.98,1.4,4.9,6.76,-,92,1.74,207,6,2.3
Baked or Fried Batter Dipped Onion Rings (from Fresh),Rondelles d'oignon trempées dans de la pâte cuites au four ou frites (fraîches),"1 10 small rings serving (1"" - 2"" dia)","1 portion de 10 petits anneaux (1"" - 2"" de diamètre)",158,9.31,1.743,-,3.35,3.684,17,226,15.35,0.7,2.35,3.24,-,44,0.84,99,3,1.1,100 g,329,19.39,3.632,-,6.979,7.674,35,471,31.98,1.4,4.9,6.76,-,92,1.74,207,6,2.3
Baked or Fried Batter Dipped Onion Rings (from Frozen),Rondelles d'oignon trempées dans de la pâte cuites au four ou frites (surgelées),"1 10 small rings serving (1"" - 2"" dia)","1 portion de 10 petits anneaux (1"" - 2"" de diamètre)",159,9.47,1.787,-,3.374,3.745,22,230,15.07,0.7,2.23,3.4,-,48,0.91,100,4,1.3,100 g,331,19.73,3.724,-,07.03,7.801,46,479,31.39,1.5,4.65,07.08,-,99,1.89,209,8,2.7
Baked Potato (Peel Eaten),Pomme de terre au four (pelure mangée),"1 medium (2-1/4"" to 3"" dia-raw)","1 moyen (2-1/4"" à 3"" de diamètre brut)",194,3.92,0.753,-,1.182,1.748,0,418,36.54,3.7,02.03,4.32,-,27,1.87,924,41,16.6,100 g,109,2.2,0.423,-,0.664,0.982,0,235,20.53,2.1,1.14,2.43,-,15,01.05,519,23,9.3
Baked Potato (Peel Not Eaten),Pomme de terre au four (pelure non consommée),"1 medium (2-1/4"" to 3"" dia-raw)","1 moyen (2-1/4"" à 3"" de diamètre brut)",121,0.13,0.034,-,0.057,0.003,0,376,28.02,2,2.21,2.55,-,7,0.46,508,0,16.6,100 g,92,0.1,0.026,-,0.043,0.002,0,287,21.39,1.5,1.69,1.95,-,5,0.35,388,0,12.7
Baked Potato Skins,Pelures de pommes de terre au four,"1 Skin from medium (2-1/4"" to 3"" dia-raw)","1 peau de taille moyenne (2-1/4"" à 3"" de diamètre brut)",63,0.04,0.011,-,0.018,0.001,0,158,14.79,2.1,0.63,1.37,-,9,1.73,206,0,5.5,100 g,151,0.1,0.026,-,0.043,0.002,0,377,35.21,5.1,1.51,3.26,-,22,4.13,490,1,13.1
Baked Potato Stuffed with Bacon and Cheese (Peel Eaten),Pomme de terre au four farcie au bacon et au fromage (pelure mangée),1 medium,1 médium,322,13.72,5.843,-,1.804,4.973,30,924,38.92,3.8,4.13,11.86,-,187,2.13,1044,98,16.6,100 g,151,6.44,2.743,-,0.847,2.335,14,434,18.27,1.8,1.94,5.57,-,88,1,490,46,7.8
Baked Potato Stuffed with Cheese (Peel Eaten),Pomme de terre au four farcie au fromage (pelure mangée),1 medium,1 médium,288,11.09,4.982,-,1.507,3.809,23,778,38.9,3.7,4.14,9.54,-,188,02.03,1008,97,16.6,100 g,139,5.36,2.407,-,0.728,1.84,11,376,18.79,1.8,2,4.61,-,91,0.98,487,47,8
Baked Potato Stuffed with Sour Cream (Peel Eaten),Pomme de terre au four farcie à la crème sure (pelure mangée),1 medium,1 médium,316,16,8.255,-,1.638,5.242,26,451,39.11,3.8,2.12,6.14,-,92,1.91,1008,142,17.2,100 g,134,6.78,3.498,-,0.694,2.221,11,191,16.57,1.6,0.9,2.6,-,39,0.81,427,60,7.3
Balsamic Vinaigrette Dressing,Vinaigrette balsamique,2 tbsp (30 g),2 cuillères à soupe (30 g),90,9.00,1.500,0.000,-,-,0,410,2.00,0.0,2.00,0.00,-,-,-,-,-,-,2 tbsp (30 g),90,9.00,1.500,0.000,-,-,0,410,2.00,0.0,2.00,0.00,-,-,-,-,-,-
Balsamic Vinaigrette Salad Dressing,Vinaigrette balsamique,2 tbsp (30 ml),2 cuillères à soupe (30 ml),60,5.00,0.500,0.000,2.500,1.500,0,290,4.00,0.0,4.00,-,-,-,-,-,-,-,2 tbsp (30 ml),60,5.00,0.500,0.000,2.500,1.500,0,290,4.00,0.0,4.00,-,-,-,-,-,-,-
Banana Fritter,Beignets De Banane,"1 fritter (2"" long)","1 beignet (2"" de long)",111,6.9,1.495,-,2.006,2.992,20,14,11.12,0.7,4.64,1.63,-,13,0.4,89,16,1.3,100 g,325,20.28,4.396,-,5.9,8.799,58,41,32.71,2,13.65,4.79,-,38,1.19,263,46,3.7
Banana Puddings,Puddings à la banane,100 g,100g,127,3.6,0.56,-,1.33,1.53,0,196,21.2,0.1,-,2.4,-,85,0.13,110,6,0.5,100 g,127,3.6,0.56,-,1.33,1.53,0,196,21.2,0.1,-,2.4,-,85,0.13,110,6,0.5
Bananas,Bananes,"1 medium (7"" to 7-7/8"" long)","1 moyen (7"" à 7-7/8"" de long)",105,0.39,0.132,-,0.086,0.038,0,1,26.95,3.1,14.43,1.29,-,6,0.31,422,4,10.3,100 g,89,0.33,0.112,-,0.073,0.032,0,1,22.84,2.6,12.23,01.09,-,5,0.26,358,3,8.7
Bananas (Large),Bananes (grosses),1 banana (136 g),1 banane (136 g),121,0.00,0.000,0.000,0.000,0.000,0,1,31.00,4.0,17.00,1.00,-,-,-,487,-,-,1 banana (136 g),121,0.00,0.000,0.000,0.000,0.000,0,1,31.00,4.0,17.00,1.00,-,-,-,487,-,-
Barbecue Flavor Potato Chips,Chips de pommes de terre saveur barbecue,100 g,100g,491,32.4,08.05,-,16.37,6.54,0,750,52.8,4.4,-,7.7,-,50,1.94,1261,11,33.9,100 g,491,32.4,08.05,-,16.37,6.54,0,750,52.8,4.4,-,7.7,-,50,1.94,1261,11,33.9
Barbecue Sauce,Sauce barbecue,1 tbsp,1 cuillère à soupe,12,0.28,0.042,-,0.106,0.12,0,127,2,0.2,0.61,0.28,-,3,0.14,27,0,1.1,100 g,75,1.8,0.27,-,0.68,0.77,0,815,12.8,1.2,3.92,1.8,-,19,0.9,174,1,7
Barbecued Beef Shortribs (with Sauce),Côtes levées de bœuf grillées (avec sauce),1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",107,9.13,3.833,-,0.38,4.102,20,73,0.98,0.1,0.3,4.76,-,4,0.56,61,0,0.5,100 g,381,32.6,13.688,-,1.356,14.65,72,261,3.5,0.3,01.07,16.99,-,14,02.01,219,0,1.9
Barbecued Pork Spareribs with Sauce,Côtes levées de porc grillées avec sauce,1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",90,6.48,2.34,-,0.633,2.879,25,97,1.22,0.1,0.37,6.22,-,12,0.47,83,1,0.7,100 g,310,22.33,8.068,-,2.182,9.926,87,334,4.2,0.4,1.29,21.44,-,40,1.62,287,2,2.3
Barley (Cooked),Orge (Cuit),1 cup of cooked,1 tasse de cuit,198,0.71,0.151,-,0.345,0.092,0,303,45.51,6.2,0.45,3.64,-,18,2.14,151,0,0,100 g,122,0.44,0.093,-,0.213,0.057,0,187,28.09,3.8,0.28,2.25,-,11,1.32,93,0,0
Barley (Fat Not Added in Cooking),Orge (graisse non ajoutée en cuisine),100 g,100g,122,0.44,0.093,-,0.213,0.057,0,187,28.09,3.8,0.28,2.25,-,11,1.32,93,0,0,100 g,122,0.44,0.093,-,0.213,0.057,0,187,28.09,3.8,0.28,2.25,-,11,1.32,93,0,0
Battered Halibut,Flétan pané,3 pieces (100 g),3 pièces (100 g),230,12.00,1.000,0.000,-,-,15,640,22.00,3.0,3.00,9.00,-,-,-,-,-,-,3 pieces (100 g),230,12.00,1.000,0.000,-,-,15,640,22.00,3.0,3.00,9.00,-,-,-,-,-,-
Bean Sprouts (Soybean or Mung),Germes de soja (soja ou mungo),1 cup of mung,1 tasse de mungo,31,0.19,0.048,-,0.06,0.023,0,6,6.18,1.9,4.3,3.16,-,14,0.95,155,1,13.7,100 g,30,0.18,0.046,-,0.058,0.022,0,6,5.94,1.8,4.13,03.04,-,13,0.91,149,1,13.2
Beef,Bœuf,100 g,100g,288,19.54,7.731,-,0.708,8.353,87,384,0,0,0,26.33,-,10,2.65,315,0,0,100 g,288,19.54,7.731,-,0.708,8.353,87,384,0,0,0,26.33,-,10,2.65,315,0,0
Beef and Pork Bologna,Bologne au bœuf et au porc,1 oz,1 once,87,6.97,2.637,0,0.318,2.984,17,209,1.56,0,1.25,4.31,0,24,0.34,89,7,0.2,100 g,308,24.59,9.301,0,1.12,10.526,60,736,5.49,0,4.42,15.2,1,85,1.21,315,25,0.8
Beef and Pork Bologna (Low Fat),Bologne au bœuf et au porc (faible en gras),1 slice-medium,1 tranche moyenne,64,5.4,2.046,-,0.459,2.561,11,310,0.73,0,0,3.22,-,3,0.18,44,0,0,100 g,230,19.3,7.308,-,1.639,9.145,39,1108,2.6,0,0,11.5,-,11,0.66,156,0,0
Beef and Pork Meatballs,Boulettes de boeuf et de porc,1 medium,1 médium,50,2.85,01.06,0.13,0.169,1.213,20,127,2,0.1,0.4,3.81,0,12,0.43,68,4,0.3,100 g,178,10.19,3.786,0.466,0.604,4.333,72,452,7.15,0.4,1.43,13.61,0,44,1.54,242,15,0.9
Beef Bologna,Bologne au bœuf,1 thin slice,1 fine tranche,44,3.95,1.559,-,0.109,1.711,8,151,0.56,0,0,1.44,-,4,0.15,24,2,2.1,100 g,314,28.19,11.134,-,0.776,12.218,56,1080,3.98,0,0,10.27,-,31,1.1,172,13,15.2
Beef Bologna (Low Fat),Bologne de boeuf (faible en gras),100 g,100g,204,14.8,5.464,-,0.51,6.455,44,1180,5.2,0,0,11.8,-,9,1,147,0,1,100 g,204,14.8,5.464,-,0.51,6.455,44,1180,5.2,0,0,11.8,-,9,1,147,0,1
Beef Brisket,Poitrine de boeuf,"1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")","1 fine tranche (environ 4-1/2"" x 2-1/2"" x 1/8"")",72,5.49,2.143,-,0.194,2.427,20,47,0,0,0,5.22,-,2,0.5,51,0,0,100 g,342,26.15,10.203,-,0.924,11.555,93,225,0,0,0,24.84,-,8,2.36,242,0,0
"Beef Brisket (Flat Half Trimmed to 1/8"" Fat Select Grade Cooked Braised)","Poitrine de bœuf (plate, à moitié parée à 1/8 po de gras, cuite et braisée)",100 g,100g,280,17.37,6.888,-,0.642,7.481,71,49,0,0,0,28.97,-,17,2.4,237,0,0,100 g,280,17.37,6.888,-,0.642,7.481,71,49,0,0,0,28.97,-,17,2.4,237,0,0
